STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Feb-22-2020,8,2019-20
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Feb-22-2020,8,2019-20
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 7,Moderate,Feb-22-2020,8,2019-20
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 10,High,Feb-22-2020,8,2019-20
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Feb-22-2020,8,2019-20
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 10,High,Feb-22-2020,8,2019-20
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 10,High,Feb-22-2020,8,2019-20
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 10,High,Feb-22-2020,8,2019-20
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 10,High,Feb-22-2020,8,2019-20
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Feb-22-2020,8,2019-20
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 6,Moderate,Feb-22-2020,8,2019-20
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 7,Moderate,Feb-22-2020,8,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information",Level 10,High,Feb-22-2020,8,2019-20
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 7,Moderate,Feb-22-2020,8,2019-20
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Feb-22-2020,8,2019-20
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 10,High,Feb-22-2020,8,2019-20
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 10,High,Feb-22-2020,8,2019-20
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 8,High,Feb-22-2020,8,2019-20
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Feb-22-2020,8,2019-20
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Feb-22-2020,8,2019-20
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 10,High,Feb-22-2020,8,2019-20
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 10,High,Feb-22-2020,8,2019-20
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Feb-22-2020,8,2019-20
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 10,High,Feb-22-2020,8,2019-20
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,"Current Influenza Surveillance",Level 10,High,Feb-22-2020,8,2019-20
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 10,High,Feb-22-2020,8,2019-20
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 10,High,Feb-22-2020,8,2019-20
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 10,High,Feb-22-2020,8,2019-20
Virgin Islands,http://doh.vi.gov/,"Influenza",Level 3,Minimal,Feb-22-2020,8,2019-20
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 10,High,Feb-22-2020,8,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Feb-29-2020,9,2019-20
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 6,Moderate,Feb-29-2020,9,2019-20
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Feb-29-2020,9,2019-20
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 10,High,Feb-29-2020,9,2019-20
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 9,High,Feb-29-2020,9,2019-20
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Feb-29-2020,9,2019-20
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 10,High,Feb-29-2020,9,2019-20
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 7,Moderate,Feb-29-2020,9,2019-20
District of Columbia,https://dchealth.dc.gov/flu%20,"Influenza Information",Level 4,Low,Feb-29-2020,9,2019-20
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 2,Minimal,Feb-29-2020,9,2019-20
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 9,High,Feb-29-2020,9,2019-20
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 9,High,Feb-29-2020,9,2019-20
Idaho,http://flu.idaho.gov,"Influenza",Level 5,Low,Feb-29-2020,9,2019-20
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 10,High,Feb-29-2020,9,2019-20
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 10,High,Feb-29-2020,9,2019-20
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 10,High,Feb-29-2020,9,2019-20
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Feb-29-2020,9,2019-20
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"Influenza - Flu",Level 10,High,Feb-29-2020,9,2019-20
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 10,High,Feb-29-2020,9,2019-20
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 10,High,Feb-29-2020,9,2019-20
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 10,High,Feb-29-2020,9,2019-20
Massachusetts,https://www.mass.gov/influenza,"Influenza Surveillance Data",Level 9,High,Feb-29-2020,9,2019-20
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 5,Low,Feb-29-2020,9,2019-20
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 10,High,Feb-29-2020,9,2019-20
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Feb-29-2020,9,2019-20
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Feb-29-2020,9,2019-20
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 8,High,Feb-29-2020,9,2019-20
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 10,High,Feb-29-2020,9,2019-20
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 5,Low,Feb-29-2020,9,2019-20
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 8,High,Feb-29-2020,9,2019-20
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 10,High,Feb-29-2020,9,2019-20
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 10,High,Feb-29-2020,9,2019-20
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 9,High,Feb-29-2020,9,2019-20
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Feb-29-2020,9,2019-20
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 10,High,Feb-29-2020,9,2019-20
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 8,High,Feb-29-2020,9,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information",Level 10,High,Feb-29-2020,9,2019-20
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 9,High,Feb-29-2020,9,2019-20
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Feb-29-2020,9,2019-20
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 10,High,Feb-29-2020,9,2019-20
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 10,High,Feb-29-2020,9,2019-20
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 8,High,Feb-29-2020,9,2019-20
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Feb-29-2020,9,2019-20
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Feb-29-2020,9,2019-20
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 10,High,Feb-29-2020,9,2019-20
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 10,High,Feb-29-2020,9,2019-20
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Feb-29-2020,9,2019-20
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 10,High,Feb-29-2020,9,2019-20
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,"Current Influenza Surveillance",Level 10,High,Feb-29-2020,9,2019-20
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 10,High,Feb-29-2020,9,2019-20
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 8,High,Feb-29-2020,9,2019-20
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 10,High,Feb-29-2020,9,2019-20
Virgin Islands,http://doh.vi.gov/,"Influenza",Level 4,Low,Feb-29-2020,9,2019-20
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 8,High,Feb-29-2020,9,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Mar-07-2020,10,2019-20
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 4,Low,Mar-07-2020,10,2019-20
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 3,Minimal,Mar-07-2020,10,2019-20
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 10,High,Mar-07-2020,10,2019-20
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 9,High,Mar-07-2020,10,2019-20
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Mar-07-2020,10,2019-20
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 10,High,Mar-07-2020,10,2019-20
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 5,Low,Mar-07-2020,10,2019-20
District of Columbia,https://dchealth.dc.gov/flu%20,"Influenza Information",Level 5,Low,Mar-07-2020,10,2019-20
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 3,Minimal,Mar-07-2020,10,2019-20
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 10,High,Mar-07-2020,10,2019-20
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 10,High,Mar-07-2020,10,2019-20
Idaho,http://flu.idaho.gov,"Influenza",Level 6,Moderate,Mar-07-2020,10,2019-20
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 10,High,Mar-07-2020,10,2019-20
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 10,High,Mar-07-2020,10,2019-20
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 10,High,Mar-07-2020,10,2019-20
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Mar-07-2020,10,2019-20
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"Influenza - Flu",Level 10,High,Mar-07-2020,10,2019-20
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 10,High,Mar-07-2020,10,2019-20
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 10,High,Mar-07-2020,10,2019-20
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 10,High,Mar-07-2020,10,2019-20
Massachusetts,https://www.mass.gov/influenza,"Influenza Surveillance Data",Level 9,High,Mar-07-2020,10,2019-20
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 6,Moderate,Mar-07-2020,10,2019-20
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 10,High,Mar-07-2020,10,2019-20
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 9,High,Mar-07-2020,10,2019-20
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Mar-07-2020,10,2019-20
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 10,High,Mar-07-2020,10,2019-20
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 10,High,Mar-07-2020,10,2019-20
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Mar-07-2020,10,2019-20
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 6,Moderate,Mar-07-2020,10,2019-20
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 10,High,Mar-07-2020,10,2019-20
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 10,High,Mar-07-2020,10,2019-20
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 9,High,Mar-07-2020,10,2019-20
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Mar-07-2020,10,2019-20
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 9,High,Mar-07-2020,10,2019-20
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 6,Moderate,Mar-07-2020,10,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information",Level 10,High,Mar-07-2020,10,2019-20
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 10,High,Mar-07-2020,10,2019-20
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Mar-07-2020,10,2019-20
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 10,High,Mar-07-2020,10,2019-20
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 10,High,Mar-07-2020,10,2019-20
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 8,High,Mar-07-2020,10,2019-20
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Mar-07-2020,10,2019-20
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Mar-07-2020,10,2019-20
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 10,High,Mar-07-2020,10,2019-20
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 10,High,Mar-07-2020,10,2019-20
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Mar-07-2020,10,2019-20
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 10,High,Mar-07-2020,10,2019-20
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,"Current Influenza Surveillance",Level 10,High,Mar-07-2020,10,2019-20
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 10,High,Mar-07-2020,10,2019-20
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 4,Low,Mar-07-2020,10,2019-20
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 10,High,Mar-07-2020,10,2019-20
Virgin Islands,http://doh.vi.gov/,"Influenza",Level 4,Low,Mar-07-2020,10,2019-20
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 10,High,Mar-07-2020,10,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Mar-14-2020,11,2019-20
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 2,Minimal,Mar-14-2020,11,2019-20
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Mar-14-2020,11,2019-20
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 5,Low,Mar-14-2020,11,2019-20
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 10,High,Mar-14-2020,11,2019-20
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Mar-14-2020,11,2019-20
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 10,High,Mar-14-2020,11,2019-20
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 4,Low,Mar-14-2020,11,2019-20
District of Columbia,https://dchealth.dc.gov/flu%20,"Influenza Information",Level 9,High,Mar-14-2020,11,2019-20
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 2,Minimal,Mar-14-2020,11,2019-20
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 10,High,Mar-14-2020,11,2019-20
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 7,Moderate,Mar-14-2020,11,2019-20
Idaho,http://flu.idaho.gov,"Influenza",Level 6,Moderate,Mar-14-2020,11,2019-20
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 10,High,Mar-14-2020,11,2019-20
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 7,Moderate,Mar-14-2020,11,2019-20
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 10,High,Mar-14-2020,11,2019-20
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Mar-14-2020,11,2019-20
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"Influenza - Flu",Level 10,High,Mar-14-2020,11,2019-20
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 10,High,Mar-14-2020,11,2019-20
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 10,High,Mar-14-2020,11,2019-20
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 10,High,Mar-14-2020,11,2019-20
Massachusetts,https://www.mass.gov/influenza,"Influenza Surveillance Data",Level 10,High,Mar-14-2020,11,2019-20
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,"Influenza Activity and Surveillance",Level 7,Moderate,Mar-14-2020,11,2019-20
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 10,High,Mar-14-2020,11,2019-20
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Mar-14-2020,11,2019-20
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Mar-14-2020,11,2019-20
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know",Level 10,High,Mar-14-2020,11,2019-20
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 10,High,Mar-14-2020,11,2019-20
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 6,Moderate,Mar-14-2020,11,2019-20
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 3,Minimal,Mar-14-2020,11,2019-20
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 10,High,Mar-14-2020,11,2019-20
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 10,High,Mar-14-2020,11,2019-20
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 10,High,Mar-14-2020,11,2019-20
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Mar-14-2020,11,2019-20
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 10,High,Mar-14-2020,11,2019-20
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 6,Moderate,Mar-14-2020,11,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,"Influenza Information",Level 10,High,Mar-14-2020,11,2019-20
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 10,High,Mar-14-2020,11,2019-20
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Mar-14-2020,11,2019-20
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 7,Moderate,Mar-14-2020,11,2019-20
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 10,High,Mar-14-2020,11,2019-20
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 8,High,Mar-14-2020,11,2019-20
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Mar-14-2020,11,2019-20
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Mar-14-2020,11,2019-20
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 10,High,Mar-14-2020,11,2019-20
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 10,High,Mar-14-2020,11,2019-20
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Mar-14-2020,11,2019-20
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 10,High,Mar-14-2020,11,2019-20
